t,H,F,I,unsatisfied_clauses,assignment_entropy
104,0.007929174826899128,0.2105115050729731,0.8693784964110813,2,0.8211808089068452
105,0.007848277299714273,0.21260658696529894,0.8643841066310021,2,0.8181547312493161
106,0.007709907710275569,0.21458055300838377,0.8627470845970826,2,0.8163457654417804
107,0.007604678836875141,0.21578252235605264,0.8508468006477825,2,0.8150905606053059
108,0.007590194961084672,0.2162523321289255,0.8374293160461825,2,0.813996713170922
109,0.007634292110263961,0.21528866140006706,0.8254573518827895,2,0.8148507024744949
110,0.007653509615862284,0.21802052412213477,0.8100288245122858,2,0.8115787067818825
111,0.007708919011408292,0.21848481357181487,0.7961868776893785,2,0.8097286334607586
112,0.0077239661538978524,0.22050010700802233,0.7834097295967475,2,0.8071654427652164
113,0.007653283385025896,0.22252004242469095,0.7740947558964879,2,0.8053411291429377
114,0.007656564983715697,0.22529283888981622,0.765846186603695,2,0.8025184193041336
115,0.007568978518726192,0.23112269662010118,0.7611061869865983,2,0.797470923850899
116,0.007439385217291696,0.23649417314889049,0.7592157361680381,2,0.7939693524908236
117,0.007252729206624121,0.23868766442974865,0.7680750430678241,2,0.792872503747807
118,0.00706470937886767,0.23907483704377006,0.7746609905168871,2,0.791511653894898
119,0.00697001227445792,0.23857736166621443,0.7779612282982253,1,0.7911187336513354
120,0.006847199928521219,0.23655018060983407,0.7842136443252475,1,0.7923324292274782
121,0.006721246056538492,0.2385354064842262,0.7888640980914121,1,0.7905665824931907
122,0.006633736216435918,0.2393195807393442,0.7978696462450975,1,0.7895441124342126
123,0.0065363900309635455,0.2392445818601976,0.8122094617497839,1,0.7901634564489137
124,0.006430377420961021,0.24162809116236392,0.8204216145551821,1,0.7881676929096345
125,0.006378104447912093,0.2439221242421669,0.8321829120222746,1,0.7874291060483253
126,0.006348255485013201,0.2422617429722575,0.8447168774520443,1,0.790193731523359
127,0.0062825417930293505,0.24288226300384153,0.8477413522382349,1,0.791171167555391
128,0.006291911465809209,0.24453522561233632,0.8445606144313986,1,0.7903835860387086
129,0.006404748919386891,0.24666066907530557,0.832866875079489,1,0.7895947700508684
130,0.0064922326124281365,0.24909445325647767,0.8123546408903235,1,0.7883737694326932
131,0.006643309943995455,0.24787552645362956,0.7947792869633037,1,0.7903724763109403
132,0.0067952263079025825,0.248987330402721,0.7761993661746878,1,0.7906265781750306
133,0.0068916666318162775,0.24868474620757872,0.7679818975263855,1,0.7922288137933806
134,0.00697695097191767,0.24700209373879406,0.7662344147654516,1,0.7940754529162913
135,0.00701612240965118,0.24339883066410872,0.7691388804208628,1,0.7969969121386871
136,0.0069778696079182455,0.24234691799766617,0.774582875173371,1,0.7976225312586736
137,0.006908206974580391,0.2399821298270478,0.7846392767567172,1,0.7989985691590997
138,0.0068559888889652585,0.2336488790223506,0.797641182407668,1,0.8033546398156152
139,0.0068321282602285885,0.2311953864872088,0.8071762226289508,1,0.8051771183919385
140,0.006829894320255358,0.22937953143908776,0.8121502240377745,1,0.8065477918686081
141,0.006927324458002864,0.22555028288995468,0.8177286626847788,1,0.8100550128376565
142,0.006981996321803524,0.22390496856112047,0.8280441007230583,1,0.8117453242585574
143,0.0071520788117164025,0.22115167195639446,0.8325710004146011,1,0.8142355625004926
144,0.007228979394624592,0.21569415622257043,0.843146820778998,1,0.8185749315354247
145,0.007327888250019669,0.21153475680780448,0.8503597224794779,1,0.8224102639110392
146,0.007345658830424655,0.2076386732975871,0.8544444277616232,1,0.8254850301269642
147,0.0073339228341675064,0.20541484740098725,0.8595750848609408,1,0.8275761708469836
148,0.007296283937231378,0.2042252876640978,0.8647439191065381,1,0.8284521380034261
149,0.00717059432748714,0.2038757131288409,0.8696709789848585,1,0.8282277220347068
150,0.007072224825836286,0.20329280087979562,0.8755783164134291,1,0.8284479139132623
151,0.00707754360162622,0.20208809707314596,0.879402837846539,1,0.8295196125327216
152,0.007063509488413427,0.1986112823080838,0.8887216968296073,1,0.832811999806018
153,0.007110306351205634,0.19801114946645557,0.8935039161023774,2,0.833981074600733
154,0.007252583279974531,0.19047898072122052,0.9059864805236171,2,0.8421371354779384
155,0.007550434906931789,0.17679131912642257,0.9142500594215062,2,0.8544170908664114
156,0.007794903670450334,0.16234075456762112,0.9230625197653921,2,0.867397501707305
157,0.0080922261049048,0.14833564992694928,0.9287596568119032,2,0.8791808763003071
158,0.008286269492544527,0.14068496048406812,0.9294704872175874,2,0.8861883035765348
159,0.008501543670862376,0.13360639752013118,0.9328195474855856,2,0.8926377098108995
160,0.00875874219201068,0.13052698589590525,0.9354286975868376,2,0.8968310104282365
161,0.00884535266680894,0.12593540579065604,0.9381971041619697,2,0.9019021032175688
162,0.00886140457642019,0.11680348814728081,0.9439875403725843,2,0.9098669393462251
163,0.008817132829758444,0.10904068037749637,0.9484191010784053,1,0.916194113291216
164,0.008820488907095605,0.1049620099410558,0.9493679834083653,1,0.9194501989620358
165,0.008810481491905222,0.10498882752215284,0.9469694546031784,1,0.9195933036490253
166,0.008864560755604023,0.10748232542597969,0.9407391570008578,1,0.9177306589348676
167,0.008898631899786052,0.11248283656156288,0.9301583817359789,1,0.9135844135124217
168,0.008888232549722288,0.11905975811857882,0.91912084197844,1,0.9080708915482087
169,0.00883714518673136,0.12594082211773822,0.9082956025513286,1,0.9021019238611843
170,0.008794957147231455,0.1330098458217206,0.8976592039652204,1,0.8959543255798635
171,0.008735948996448757,0.13982116953543333,0.8878233160911437,1,0.8898795629882196
172,0.008619979860754409,0.14526929565828106,0.8836379152370994,2,0.8845523001756135
173,0.008621807625954369,0.14028867101328615,0.8886945431915816,2,0.8877161913726208
174,0.008530710110642504,0.13083674725119107,0.9050104836650626,2,0.8939360881757216
175,0.008490515629160644,0.12542579188974423,0.9187400950176718,2,0.8979906594958174
176,0.008571963527009846,0.11849644876862793,0.9229674574758084,2,0.9036843092419209
177,0.008710223136103363,0.11250779469058166,0.930131378268277,2,0.9089687681058798
178,0.008884053257405869,0.10695788944629363,0.9339737249142835,2,0.9153028024342854
179,0.008814525644292137,0.10570584279915925,0.934538614623601,2,0.9169859332651157
180,0.008745171879923734,0.10234658181427901,0.935646998570367,1,0.9196251399070731
181,0.008666017065204678,0.10311584309397505,0.9355488569848929,1,0.9190171325160711
182,0.00860766736043497,0.1067057643953566,0.9328357033055462,1,0.9161146402725675
183,0.008499242197645024,0.11333235942496252,0.9271665392655448,1,0.9106721127167607
184,0.008428931121690705,0.12061849057645611,0.9230369104384925,0,0.9044040447545434
185,0.008275056102676065,0.13119879323409417,0.9196101646813187,1,0.8947525998370992
186,0.008146390425284825,0.14092162310071493,0.9144706649503576,1,0.8856002848949951
187,0.008068594885248255,0.15018664305300347,0.9097254219210557,1,0.8766827082368123
188,0.007949300745873421,0.1593912102257844,0.9063147309253263,1,0.8678807536106918
189,0.007919157915683797,0.16331277624275153,0.904327196043426,1,0.8631827531988018
190,0.007805501581814728,0.16744984186051323,0.902281466491063,1,0.8591749577834334
191,0.007720758700395396,0.170590712156813,0.8997388011961645,1,0.8561229067948126
192,0.007587621271747922,0.1741236739745888,0.8966598159644456,1,0.8537715034109314
193,0.0074405335831425595,0.1781054938125294,0.8910022501565491,1,0.8503879365031338
194,0.007305909125239791,0.18228173533669453,0.8838288926638843,2,0.8470441310317707
195,0.007290832620558678,0.1780248902854554,0.8820468427726258,2,0.8508831363010929
196,0.00744963509362126,0.1651974292203576,0.8886854536556515,2,0.8612988016257566
197,0.007653843795574923,0.15283158868247346,0.8949437204590944,2,0.8706204436372103
198,0.007731266359294561,0.14282865476662407,0.9054093728570031,2,0.8788072109349641
199,0.007792103541041505,0.13491564673512957,0.9144948770297345,2,0.8848336295323044
200,0.007992418770009243,0.12710791038503447,0.9215164970591176,2,0.8922037088721183
201,0.008230916756583474,0.12037857101200103,0.9279403552349124,1,0.899032822903518
202,0.008438424096620309,0.11685645145292915,0.9305293978347813,1,0.9028059450359096
203,0.00853643436621865,0.11640340555699605,0.9313705721292327,1,0.9039056494121367
204,0.008597158698858938,0.11673429572717886,0.9305439058725138,1,0.9043057465542628
205,0.008673890360919992,0.1189362580424684,0.9277603661411407,1,0.9033560786750396
206,0.00869934604646662,0.12228661446704353,0.9246753693395974,1,0.9012440969928207
207,0.008695899672778559,0.12681892662611494,0.9215607608104237,2,0.8980349079412099
208,0.008683174118789227,0.13096635407225457,0.9189762985290797,2,0.8949086922063276
209,0.008670461365982438,0.13483601570074402,0.914804418937943,2,0.892166304609836
210,0.008702280242065243,0.13839560966707506,0.9106605473956628,2,0.8897072780825148
211,0.008710876001468032,0.1433788261760567,0.9048702447299232,2,0.8860230855638728
212,0.00867716944824676,0.1482378991400951,0.9008481918961735,2,0.8821573987161199
213,0.008618739753481416,0.15331984662933398,0.8973913212967191,3,0.8779670713219971
214,0.008572911150894726,0.15754752564996088,0.8931119799643785,3,0.874444542193085
215,0.008456734845733073,0.1618557567904186,0.8893954910773996,3,0.8706304748542194
216,0.008302912882919762,0.16504705380492093,0.8875896728821505,3,0.8674384397898065
217,0.008141667353551367,0.16850819809808415,0.8873604504790472,3,0.8641243559392632
218,0.007934812493169744,0.1712273846422249,0.8889505191713112,3,0.8611227658040325
219,0.007681293111890277,0.17440231932168387,0.8913184740823531,3,0.8576920724242881
220,0.007432682766803556,0.17716711939309945,0.8953141984754427,3,0.8545199397113471
221,0.007202822720843888,0.17980334993688224,0.9001038052560482,1,0.8516484451279759
222,0.006985659268516174,0.18225336634953282,0.9069175014489572,0,0.8487197956619299
223,0.0067526918167865905,0.1870072086619666,0.9111109848772433,0,0.8433742011860192
224,0.0064739694480444735,0.19424289379208437,0.9141722366461792,0,0.8360157767454618
225,0.00619855402598008,0.20242154728865647,0.9170333775740889,0,0.8280488835942855
226,0.005947655049665303,0.2110481130934366,0.9196362356831165,0,0.819627690221167
227,0.005729566667178915,0.21959136871383472,0.9214716964964118,0,0.8112373193548749
228,0.00553625507981584,0.22887847336027003,0.9213675995595072,0,0.8022365970446071
229,0.005368854751908939,0.23767160418671104,0.9197045117383194,0,0.7930594628795754
230,0.005235322338371028,0.24714726198571674,0.9132671073552094,0,0.7837265276289236
231,0.005171923547798649,0.255577062004956,0.90325408255437,0,0.7752133651417575
232,0.005134572011314167,0.26344466943175476,0.8903318125309166,0,0.7675087837923203
233,0.005113654434592501,0.2696225415308878,0.8801267250973099,0,0.7613137308010736
234,0.0051148634965612165,0.2749896663317495,0.8687840392965926,0,0.7556936955642187
235,0.005118304735575549,0.2805106081043892,0.8571450773622742,0,0.7507006974012719
236,0.00514643603002529,0.2854667761686852,0.8438372225687523,1,0.7463750925373586
237,0.005195714155818746,0.2852829836017237,0.8357881942719768,1,0.7464979863048207
238,0.005268266331334461,0.2829225720100048,0.830618244300889,1,0.7487029609930635
239,0.005333243929269336,0.2804429370517483,0.8292460780650732,1,0.7510848083925329
240,0.005403282279386961,0.2757668795019721,0.8303055292568716,1,0.7554720603652308
241,0.005461214506356755,0.2719167651886639,0.8331430709196439,1,0.7592218468716527
242,0.005494598760442553,0.268334726621084,0.8375993707351927,1,0.7627164518313304
243,0.0055161268294264335,0.2639096754314719,0.8444633812981237,1,0.7667516486861521
244,0.00552320796273144,0.2598867570840814,0.8518736231529753,1,0.7701342783140092
245,0.005527308154435487,0.2562481843997899,0.8618378262871393,1,0.7734878530711349
246,0.00551724401797971,0.2519863866636992,0.8719305247938378,1,0.7769321477929354
247,0.005508064502529885,0.2489014596298243,0.8798858407541543,1,0.7795370330051858
248,0.005497163723591953,0.24544487580511135,0.8876256280501661,1,0.7822652622519376
249,0.005509092248372166,0.24080585253319886,0.8962411738945515,1,0.7859549825198118
250,0.00551365901372906,0.23631882544339528,0.9037636700541132,1,0.7889929757022647
251,0.005527922320243315,0.23203058889733105,0.9112788587139875,0,0.7921406962087164
252,0.005509324939958699,0.23068454427935334,0.9152009249624795,0,0.7922195267892848
253,0.00547758814264693,0.23124203436353652,0.9170045405112554,0,0.7901222083284137
254,0.005441349794118881,0.23275096223643021,0.917540197777936,0,0.7873450356502404
255,0.005406329466549632,0.23464447680902276,0.9168347165426995,0,0.7842364803182706
256,0.005363372359684295,0.23721502124921848,0.9160311984207123,0,0.7807349260692443
257,0.005297700309166143,0.24005088240838254,0.9151769294466179,0,0.7772201764915805
258,0.005237373814087822,0.2423236956712626,0.9140401373288762,0,0.773947125968536
259,0.0051905813453691834,0.24408662703885226,0.9116020733265466,0,0.7711638373894005
260,0.005148572249790908,0.24642533657327084,0.9077811957323807,0,0.768006725820289
261,0.005123071483450383,0.24855153351625411,0.904827005782821,0,0.7653242366377352
262,0.00510507835726718,0.2509129718928864,0.9021170815292314,0,0.7626035146860345
263,0.005088330240221699,0.2535713483657495,0.8988222128223323,1,0.7596763773967928
264,0.0051138266058306766,0.2531717252370427,0.896884548435335,1,0.7593809205201406
265,0.005154642409369714,0.25197109669481854,0.8947579460576451,1,0.760089449436837
266,0.005196646534983749,0.25027128629268985,0.8938029009616184,1,0.7613391490236039
267,0.005230503930423247,0.24853347408488705,0.8920395574620958,1,0.7627409365301353
268,0.0052623464624072915,0.2463553299575868,0.8904647577168785,1,0.764489726152148
269,0.0053015690519989415,0.24347217270972393,0.8893396821999937,1,0.767071276328231
270,0.005345443268299557,0.24073384738225956,0.8895372979342152,1,0.7702163420338696
271,0.005390918228227042,0.23721758765584,0.8924022285110698,1,0.7738415765034489
272,0.005434120508564403,0.23410063629777958,0.8951083176674685,1,0.7770294248125229
273,0.005476682935663892,0.2309422394298555,0.8976984636126709,1,0.7801364675788451
274,0.005505490381849158,0.2279682405724212,0.9008097283224845,1,0.782783089996385
275,0.005526115319731919,0.22523332867669674,0.9054238229106206,1,0.7852687698758102
276,0.0055380887649165815,0.22235204350368656,0.9098277506707508,0,0.7876598176364948
277,0.005525985231083087,0.22188011276986477,0.9126368085090892,0,0.7879665284915985
278,0.0055045603046884805,0.22226024606774653,0.9146538900081328,0,0.7873679881456799
279,0.0054757947135173485,0.22372783987489242,0.9159788675313278,0,0.7855295514044175
280,0.005440371153374375,0.22615790580650075,0.9159260483312551,0,0.7830715362462108
281,0.005408155748118097,0.22820161909616518,0.9159983742123039,0,0.780797494034494
282,0.005389780402070717,0.22953965390233425,0.9163743178626792,0,0.779056403487616
283,0.005368166345797337,0.23069925312038156,0.9166526491737518,0,0.7773716891855507
284,0.005354158065138282,0.23149736822510608,0.9177790774649288,0,0.776092782726049
285,0.005353082511891033,0.23150678994657645,0.9187123977111313,0,0.7755815556587792
286,0.005350140660729992,0.231629524340659,0.9197413860859465,0,0.7749543700300768
287,0.005346877313830611,0.23215477006327062,0.9204606296381974,0,0.7740863110967042
288,0.005343951592191669,0.23240764223164573,0.9213157805923755,0,0.7731859088668593
289,0.005341662905298446,0.23263991682001206,0.9225281636626895,0,0.7722938442618095
290,0.005340312397389876,0.23297966025760192,0.9232819053557968,0,0.771380018896779
291,0.005344687615921423,0.23323025833361308,0.9235981161075886,1,0.7706922692846663
292,0.005375632512996899,0.23150937507907304,0.9246197483545047,1,0.7718812645688785
293,0.005417093174451626,0.2291359548313794,0.9256915870194191,1,0.7738462063201117
294,0.005456960786813871,0.22646392873634597,0.9266934473778929,1,0.776168515488991
295,0.005495730019405638,0.2236382915988209,0.9275260520866244,1,0.7788239391135106
296,0.005531783410528335,0.22090873115654466,0.9285028151261432,1,0.7814733418921876
297,0.005558274652676923,0.21843354487423927,0.9290797456304586,1,0.7837043684321539
298,0.005587139585595693,0.21584794441420466,0.9297917791450794,1,0.7860853512432937
299,0.005618325992195659,0.21326943939328463,0.9302775046974232,1,0.7885442028280424
300,0.0056459389030211575,0.2110231716772347,0.930614581241344,1,0.7906613682327545
301,0.005670871243965166,0.20881818045306608,0.9306962139292394,1,0.7927639811404824
302,0.005690662687242095,0.20680598266219802,0.9307443455548523,1,0.7945523253191309
303,0.005711403750214346,0.20460517885413645,0.9311751752882607,1,0.7964075651210915
304,0.005726860597023765,0.2025294659939541,0.9319543317206453,1,0.7981152017387764
305,0.005738651136670503,0.20057485443532508,0.9328427433039228,1,0.7998185535842797
306,0.0057445518014456725,0.19902901995310057,0.9335169613722436,1,0.8011870775743296
307,0.005749774163206426,0.1976237530815928,0.9341877146203323,1,0.8025309794259278
308,0.005755580253217157,0.19623117532628406,0.935047743063997,1,0.8038467603816661
309,0.005758335815605156,0.19498929575789187,0.9360375364864721,1,0.8049775173841662
310,0.00575565541458242,0.19388285390341184,0.9370145645347887,1,0.8059897909087318
311,0.00575071756025353,0.1928826757796109,0.9381314405562391,1,0.806889395702023
312,0.005744499547278573,0.19200823461145156,0.9393428642329049,1,0.8076552549896671
313,0.0057374005296463365,0.19120066983403947,0.9405607430553944,0,0.8083433056975965
314,0.0057259777659213,0.19073418393217054,0.9415915087157742,0,0.8087174132385303
315,0.0057117830735328124,0.19043917067810065,0.9425801667858626,0,0.8089318184053456
316,0.005696799211712987,0.19029529289220348,0.9435289627792969,0,0.8090330752233967
317,0.005682306168152701,0.19023011232374853,0.9444780297787241,0,0.8091000690924753
318,0.005667368352332496,0.19026848636621402,0.9453461011961696,0,0.8091083318907886
319,0.005652830298462023,0.1903622433586532,0.9461875351063237,0,0.8091030237084179
