t,H,F,I,unsatisfied_clauses,assignment_entropy
111,0.00638596961891467,0.19042823624180732,0.8804445312541238,1,0.8393607273199094
112,0.0063764924991078055,0.190888220616923,0.8738586102425275,1,0.8385150738029982
113,0.006367099479283693,0.19201521148709966,0.8711223377561379,1,0.8376329133858307
114,0.0063793128578187135,0.19282326930703303,0.8688073501460576,1,0.836721578253723
115,0.006340628073395522,0.19531829813328935,0.8672201158479287,1,0.834568342852088
116,0.006296658907872958,0.19838411021534733,0.8672895137267029,1,0.8326053814451374
117,0.006260957944766103,0.19967310839987376,0.8715718330516831,1,0.831957872616274
118,0.006199940132072902,0.20025087868063318,0.8739624044269052,1,0.8309784330978945
119,0.006179572931273362,0.19978393964223215,0.8752741198963248,1,0.8310121768323739
120,0.006185137283809104,0.19901458143642334,0.8784376639547558,1,0.8315365816106319
121,0.006177389092975054,0.20008406148849783,0.8797985045945074,1,0.8307162373110909
122,0.006192368216900238,0.19959271208706328,0.8801050890360708,1,0.8309566172977995
123,0.006208412961640989,0.1989375051873023,0.8833388758564136,1,0.8317921532987581
124,0.006195857728523919,0.19943823100724048,0.8844147806727312,1,0.8312453160796257
125,0.006212640467391391,0.19953955819432628,0.8865601225631643,1,0.8315468587415933
126,0.006240151294414195,0.19766350646353942,0.8902882970971213,1,0.8334451741253718
127,0.00623190408238317,0.19735014598560305,0.8907320717170688,1,0.8340170499736846
128,0.006221536246207991,0.19773170533612144,0.890786085052649,1,0.8335340171606057
129,0.006233243279566672,0.1981554708028178,0.8898590198042601,1,0.8332625358903526
130,0.006224961962331749,0.19891797818052656,0.885997885668248,1,0.8326776360614286
131,0.006258986051535168,0.19736868950045217,0.8851813407428444,1,0.8340694232510045
132,0.006285257386878565,0.19723208603143944,0.8842217282772344,1,0.8344931969199976
133,0.006310507215392089,0.19643358628206542,0.8855449232427057,1,0.835609083773427
134,0.006333320664825814,0.1947658666462967,0.8883934087169504,1,0.8369166417389161
135,0.006349660219432449,0.19256272083395162,0.8914694475068466,1,0.8384782161991964
136,0.006333018481986973,0.19239846714780323,0.8925272682937978,1,0.8384137918774547
137,0.006315546794144104,0.1915887682227683,0.8942659984901467,1,0.8387210907364253
138,0.006325034923255004,0.18858372443083507,0.8965143764837498,1,0.840685680164831
139,0.006316181599073073,0.18780814281490543,0.8988673262408678,1,0.8412503348281443
140,0.006315395829970216,0.1872846087553663,0.8989686523124198,1,0.8415844048858675
141,0.006348433876790864,0.18524164391903328,0.9006694711688938,1,0.843392369990925
142,0.006354597181589959,0.18465578733107837,0.903430782591941,1,0.844003229208893
143,0.006384226820152608,0.1832200508628972,0.9049800154604999,1,0.8451704608983378
144,0.00640688775438986,0.18089445763444575,0.9069413083173162,1,0.8468865187856628
145,0.006433563303263485,0.17939629120724132,0.9082494903357136,1,0.8482646012239468
146,0.006432076240474544,0.1783475424426201,0.9074183230537409,1,0.849008749801625
147,0.006432330733644014,0.178126010856795,0.9069248583837306,1,0.8493445870514806
148,0.006411018244735075,0.17840839911511566,0.9062744612772606,1,0.84901456246975
149,0.00635747481312163,0.17966539065159345,0.9050450838893569,1,0.8477123250385467
150,0.006320041163244276,0.18046742364624518,0.9049562437650185,1,0.8469732097991849
151,0.006317401181975769,0.180238086530128,0.9052820874295582,1,0.8472383211554771
152,0.006334662293069094,0.17893128640941608,0.9080297612721803,1,0.8486377358398348
153,0.0063491462260288935,0.1789981003380332,0.9094159348310151,1,0.8489942674214033
154,0.006351921444315095,0.1796588621651317,0.9117636272064267,1,0.8490480419660182
155,0.006382802968640561,0.17954604530638213,0.9128581423599322,1,0.8493495926333251
156,0.006408924241168603,0.17976076613227188,0.9130878479949678,1,0.8494904327856582
157,0.006424215167770399,0.1800882127725551,0.9127317101391488,1,0.8492667185135144
158,0.006409376318057862,0.18209756838377916,0.9111452378914855,1,0.8477643353710573
159,0.006395552496477789,0.18372536640831935,0.9109492541308136,1,0.8465408665712397
160,0.0063815305548861265,0.18613381023863068,0.9109983764608617,1,0.8450391171367098
161,0.006361525381234298,0.1881608361715238,0.9107452670021864,1,0.8438294381277163
162,0.006338176148005897,0.18823475419723748,0.9116168226005126,1,0.8440088997354056
163,0.006308045881500565,0.18817232287397145,0.91164525368143,2,0.844097139575005
164,0.006290744396366444,0.1872991174157502,0.9121357303235851,2,0.8447010188101055
165,0.006266626615117965,0.18726938830026169,0.9116674894440631,2,0.844777282652779
166,0.006264911942533983,0.1868092991198749,0.9104681905960119,1,0.8451296907220992
167,0.006263250505793765,0.18692163710826354,0.9079392291760979,1,0.8446794028358816
168,0.006252101172435264,0.18761784676906065,0.9062061180478735,1,0.8437247299729883
169,0.006245884415802995,0.1879681290671644,0.9048504604427884,1,0.8430651333178938
170,0.006248115627859954,0.1883728406263717,0.9030215693025003,1,0.8425463368501402
171,0.00625399529280368,0.18845268409471616,0.901326013300846,2,0.8423053219078069
172,0.0062574285231772,0.18793332916472738,0.9019686648217711,2,0.8423886418179707
173,0.006278749321388332,0.18607574123447218,0.9026199604658374,2,0.8435088121155203
174,0.0062778786262561665,0.184122127103659,0.9045327377681207,1,0.8444349123104951
175,0.0062680678639324165,0.18427275720698627,0.9057235549018705,1,0.8440365937301928
176,0.00627783436108135,0.18395517248109985,0.9054414356116908,1,0.8441697211059815
177,0.0062838101294922,0.18372528680010947,0.9071812502605214,1,0.8443170134073323
178,0.006279665391801949,0.18373347102794582,0.9106251365839961,1,0.8449154295353807
179,0.006225093909441438,0.1850965452697656,0.912694312594286,1,0.8439802782507356
180,0.006183608992465867,0.18583187779673688,0.9147232865009847,1,0.8432842827046163
