runner_id,birth_t,death_t,lifetime,path_length,unique_nodes,path_novelty,revisit_rate,runner_mass,mass_density,loop_score,escape_score,mean_intensity,peak_intensity,bridge_score,collapse_contribution,classification,path
43,39,108,70,69,7,0.10144927536231885,0.8985507246376812,4.070710273556414,0.5815300390794877,0.33039792169713583,0.02068084749894374,0.058995801066034984,0.11028268509176394,0.37315199074607314,0.04630304342284747,diffuse_runner,clause:120 -> variable:15 -> clause:78 -> clause:120 -> clause:78 -> variable:27 -> clause:29 -> clause:42 -> clause:80
44,0,109,110,110,14,0.12727272727272726,0.8727272727272728,8.55279065034761,0.6109136178819722,0.33096807283005303,0.036783536919294785,0.07775264227588737,0.20777354531788833,0.5029210183053879,0.07466976691435546,diffuse_runner,clause:61 -> clause:132 -> clause:114 -> variable:5 -> variable:30 -> clause:26 -> ...:-1 -> clause:109 -> clause:62 -> clause:71 -> clause:39 -> variable:13 -> variable:31
45,33,109,77,73,11,0.1506849315068493,0.8493150684931507,3.9928106304532545,0.3629827845866595,0.22618535761370226,0.03761146485813929,0.054696036033606225,0.19387620106294814,0.4455530535511707,0.0602101830646709,diffuse_runner,variable:20 -> variable:31 -> variable:27 -> variable:17 -> clause:95 -> clause:7 -> variable:1 -> variable:29 -> variable:31 -> variable:21 -> clause:42 -> clause:80
46,0,111,112,112,9,0.08035714285714286,0.9196428571428571,6.445378590984996,0.7161531767761107,0.38376828045124883,0.017172695229011516,0.057548023133794604,0.09344430766958076,0.4139842907709281,0.016214398717511257,reinforced_loop,clause:40 -> variable:8 -> variable:4 -> variable:17 -> variable:6 -> variable:13 -> variable:31 -> variable:21 -> clause:42
47,0,111,112,112,19,0.16964285714285715,0.8303571428571428,9.509762594720257,0.5005138207747504,0.2769752736862144,0.044712608522748824,0.08490859459571658,0.2101954220723553,0.46995462116266973,0.06083938511681475,diffuse_runner,clause:109 -> clause:100 -> variable:4 -> variable:14 -> clause:111 -> clause:24 -> ...:-1 -> clause:125 -> variable:13 -> variable:19 -> variable:21 -> clause:42 -> clause:80
48,0,113,114,114,8,0.07017543859649122,0.9298245614035088,7.3894745989758714,0.9236843248719839,0.4464684569837329,0.01640751467149179,0.06481995262259536,0.14012500766586888,0.3868956455786105,0.10431562551988571,reinforced_loop,variable:6 -> variable:5 -> clause:19 -> variable:30 -> clause:24 -> variable:17 -> variable:21 -> clause:42
49,0,121,122,122,12,0.09836065573770492,0.9016393442622951,8.372206602026631,0.6976838835022193,0.3705396778142237,0.031184114383343772,0.06862464427890681,0.22724007906076338,0.5100773145521553,0.12154988505814948,reinforced_loop,variable:26 -> clause:42 -> clause:25 -> clause:63 -> variable:5 -> variable:30 -> ...:-1 -> clause:7 -> variable:29 -> variable:6 -> variable:7 -> variable:6 -> variable:15
50,133,150,18,17,4,0.23529411764705882,0.7647058823529411,0.9196066373227972,0.2299016593306993,0.14294407192568573,0.03606325890488714,0.054094508077811604,0.07376235015898823,0.29272462224943746,0.023593981155320742,diffuse_runner,variable:31 -> variable:20 -> clause:38 -> clause:85
51,128,163,36,36,5,0.1388888888888889,0.8611111111111112,1.800878464685221,0.3601756929370442,0.22802296258545762,0.026952880417684868,0.050024401796811696,0.07375880993633352,0.34328140605119833,0.06531095359819188,diffuse_runner,variable:19 -> variable:31 -> variable:20 -> clause:38 -> clause:80
52,126,171,46,46,5,0.10869565217391304,0.8913043478260869,2.3520346235986387,0.4704069247197277,0.2851426569077874,0.019266044952530766,0.05113118746953562,0.07832474872143799,0.34607792606665666,0.012160990958851538,diffuse_runner,clause:22 -> clause:63 -> variable:14 -> variable:31 -> variable:20
