runner_id,birth_t,death_t,lifetime,path_length,unique_nodes,path_novelty,revisit_rate,runner_mass,mass_density,loop_score,escape_score,mean_intensity,peak_intensity,bridge_score,collapse_contribution,classification,path
16,0,28,29,29,7,0.2413793103448276,0.7586206896551724,1.3722350925427156,0.19603358464895937,0.12434026526572634,0.04146677637339812,0.047318451466990194,0.06823768856895149,0.3084072638342002,0.057026214473816804,diffuse_runner,clause:51 -> variable:9 -> clause:99 -> clause:60 -> clause:106 -> clause:107 -> clause:106 -> clause:50
17,0,28,29,26,7,0.2692307692307692,0.7307692307692308,1.417970694511036,0.20256724207300514,0.1230949110284745,0.04369693658571498,0.05453733440427062,0.07828573466484134,0.2951875432744804,0.04982979809365616,diffuse_runner,clause:25 -> clause:102 -> clause:83 -> clause:112 -> clause:81 -> clause:16 -> clause:23 -> clause:112
18,0,32,33,33,12,0.36363636363636365,0.6363636363636364,1.8944977776273555,0.15787481480227963,0.08676740348218905,0.07426173031630473,0.05740902356446532,0.08972333708420113,0.365016460252024,0.059480956636408594,exploratory_runner,clause:47 -> variable:27 -> clause:104 -> clause:39 -> clause:3 -> clause:27 -> clause:42 -> clause:0 -> clause:81 -> clause:16 -> clause:23 -> clause:112
19,0,36,37,33,6,0.18181818181818182,0.8181818181818181,2.0310369760071745,0.33850616266786243,0.2069169312491741,0.03078906686771234,0.06154657503052044,0.11172057650934422,0.3088618494607282,0.048270587863424225,diffuse_runner,clause:88 -> clause:20 -> clause:102 -> clause:131 -> clause:11 -> clause:20 -> clause:43
20,0,39,40,40,3,0.075,0.925,2.2677961359524335,0.7559320453174778,0.39821423829203073,0.01106603169166242,0.056694903398810836,0.0946230587912193,0.2560951762498809,0.07614161806077463,reinforced_loop,clause:19 -> variable:22 -> clause:39
21,34,42,9,9,3,0.3333333333333333,0.6666666666666667,0.4138102806434222,0.13793676021447407,0.08081102866002048,0.02870043453409399,0.045978920071491354,0.05159001814058999,0.16849918151859242,0.010989447107678985,diffuse_runner,clause:110 -> variable:28 -> clause:106
22,0,43,44,44,10,0.22727272727272727,0.7727272727272727,2.497926868212754,0.24979268682127537,0.15444291174847036,0.04666169611230742,0.056771065186653494,0.09873410495920085,0.3634391370903406,0.06491291647304928,diffuse_runner,clause:70 -> clause:95 -> clause:104 -> clause:39 -> clause:3 -> clause:135 -> clause:42 -> clause:6 -> clause:135 -> clause:107 -> clause:43
23,0,43,44,44,6,0.13636363636363635,0.8636363636363636,2.9846755308936754,0.4974459218156126,0.28689676252327106,0.025747313724186732,0.06783353479303808,0.10044055379391226,0.3134708098939692,0.10233242783031431,diffuse_runner,variable:22 -> clause:99 -> clause:83 -> clause:16 -> clause:23 -> clause:110
24,0,43,44,42,12,0.2857142857142857,0.7142857142857143,2.2301876156674845,0.18584896797229036,0.1119444941326223,0.06893451286733712,0.053099705134940105,0.10419929765954933,0.4243918077900139,0.06850954850443075,diffuse_runner,variable:27 -> clause:104 -> variable:15 -> clause:38 -> clause:102 -> variable:25 -> variable:16 -> variable:29 -> variable:7 -> clause:22 -> variable:31 -> variable:28
25,29,43,15,15,4,0.26666666666666666,0.7333333333333334,0.7104121843719887,0.17760304609299718,0.11059943691012314,0.03064511442730094,0.047360812291465916,0.05469836641097624,0.22475669974337803,0.011304798627095774,diffuse_runner,clause:22 -> clause:110 -> variable:28 -> clause:106
