sprite_id,kind,component_id,birth_t,death_t,lifetime,peak_intensity,mean_intensity,mean_influence,mean_entropy,signed_motion,spin_displacement,bridge_score,collapse_contribution,classification
71,clause,14,17,45,29,0.025153981302344593,0.016774735279487578,0.045440222343730685,0.4152959014622343,-0.006843109038939296,-0.021813201889091534,0.10255360747678273,0.014442391170070311,hotspot
72,clause,14,57,72,16,0.01619594862031848,0.014082829771314332,0.03405018925722156,0.3806821068409758,-0.00041096640776999704,-0.00019756017357094868,0.06717357081617341,0.004439410205917319,hotspot
73,clause,15,26,33,8,0.009412725735527072,0.008475211389656385,0.01413473322539555,0.27978082149093075,0.00010140789182874754,-0.025408209077628238,0.048697755883224926,0.0021206243858470373,hotspot
74,clause,15,104,110,7,0.009238513202939494,0.008732869437353878,0.014874725804654761,0.2852710471974732,-0.0033564088857167343,0.004686642561740742,0.037530109038612314,0.007899601368282622,hotspot
75,clause,15,156,161,6,0.008284911221680758,0.008019130126996425,0.012821082030379136,0.2700865218637116,-0.00036846738054587685,-0.006630203897720455,0.033884234210815406,0.002636352522152964,hotspot
76,clause,15,171,180,10,0.009114680297360473,0.008330717807429427,0.013718603781897704,0.27670841619538006,0.00025388977104152943,-0.002726206070387316,0.04863190934438791,0.0021131377590305252,hotspot
77,clause,15,278,296,19,0.008561523535685052,0.00812679156273818,0.013128061616775455,0.2723956150453331,-0.00015756348086742172,0.005108517509819749,0.07628869754080357,0.002293682204557556,hotspot
78,clause,16,0,7,8,0.026730080914600225,0.02305830874305806,0.15768869698969942,0.48749906116220204,-0.04066594046721411,0.11150711306041548,0.07511222655488675,0.05291756797031269,hotspot
79,clause,16,14,50,37,0.033370279825095175,0.02030693653224137,0.08148082060183622,0.4567462508354767,-0.014922895089544613,-0.019869345666680072,0.12074145498452622,0.030741897217004672,hotspot
80,clause,16,94,106,13,0.02469852671759132,0.019024863321382385,0.09110261090771538,0.44334839834659817,-0.00477759315917467,-0.06841632705241427,0.0801901219754814,0.011719324355977126,hotspot
81,clause,17,0,9,10,0.0614282934806043,0.05249139826162633,0.38833092841043876,0.6871755635394561,-0.04992507169702351,0.027531098341150598,0.056996753495744595,0.054738603703075955,hotspot
